1,21,0.12346346502382156
1,182,0.12723799206274777
1,159,0.1487219911835393
1,88,0.17614619102053167
1,190,0.1864551811245858
2,31,0.0543717839794027
2,183,0.06779153294429188
2,11,0.07243245110749476
2,107,0.08216061757194681
2,65,0.09704218357012073
3,141,0.02335621966973937
3,127,0.027375976197819847
3,62,0.030418840578839767
3,200,0.04684708167963853
3,118,0.06742263334008917
4,95,0.013989160897651393
4,12,0.02404013508795955
4,87,0.07056670057180921
4,146,0.07118663412922902
4,184,0.0784032254139368
5,13,0.02589268735939404
5,48,0.04267899692494924
5,29,0.053005120118118455
5,109,0.053013544182565965
5,101,0.07838945947902166
6,202,0.012006347256838069
6,99,0.026408742069062886
6,44,0.056492345150124544
6,46,0.06015823501242612
6,149,0.06175711964051244
7,80,0.029785790527865594
7,74,0.04915473457676178
7,81,0.05164362090182699
7,177,0.06532242534134038
7,180,0.07607418660616797
8,150,0.0035109387237721897
8,119,0.04038439753425743
8,41,0.07223004535749009
8,45,0.07853338791025317
8,169,0.115017045643626
9,172,0.0530254649375186
9,188,0.07116874908277819
9,131,0.11098891552069153
9,166,0.1270574058876518
9,113,0.1277933884250568
10,34,0.0036024497049071077
10,123,0.023055693572801798
10,164,0.03093324331871877
10,165,0.050317305084043945
10,158,0.0532640461611426
11,55,0.0462892717322622
11,28,0.049736692623490314
11,148,0.05169526793503666
11,66,0.054959302158471605
11,103,0.06956306549572443
12,95,0.02136597305387448
12,87,0.06359699051282501
12,124,0.08411806273926294
12,146,0.09473704902562712
12,184,0.09929007324765432
13,48,0.055456355824353584
13,29,0.06395266577847124
13,156,0.06808740085925168
13,109,0.07500661645960352
13,39,0.0815393644009012
14,132,0.014975466059158936
14,63,0.020522584860381925
14,60,0.028445872313353368
14,56,0.038234792868567374
14,24,0.06506038613715245
15,58,0.03405796850030361
15,32,0.047155885831715164
15,78,0.057198254240072875
15,25,0.06087082738348371
15,140,0.06786081757309328
16,154,0.033382609865599024
16,173,0.040484009836424445
16,200,0.05840263185488005
16,81,0.06449773728655532
16,62,0.07238329742925874
17,143,0.014280238930167095
17,73,0.026537980738466374
17,194,0.02920431854735803
17,39,0.03005632831281332
17,156,0.06406544087873212
18,92,0.041463353171235916
18,38,0.04452757440467676
18,40,0.052935926527513444
18,97,0.05533284886447706
18,121,0.057082824742910244
19,178,0.026151245924345444
19,142,0.06357460571506954
19,37,0.07193737184834269
19,94,0.07513524928288019
19,96,0.07535233117388981
20,171,0.015427550509203832
20,175,0.01586815326508912
20,75,0.052775125779331744
20,57,0.05581515900834078
20,136,0.07964897383442818
21,182,0.007928286501433486
21,190,0.06302479366276109
21,130,0.08386675790005732
21,88,0.09000787699099737
21,27,0.0934656077001865
22,25,0.015910031604291355
22,32,0.03158240009476126
22,78,0.03882768334968613
22,36,0.03909834374992122
22,111,0.04970773340024645
23,117,0.03852668478058886
23,185,0.045490453636342874
23,66,0.06481249580262032
23,28,0.07056570274592538
23,55,0.07409425460312644
24,50,0.007783885627934729
24,60,0.040669038634677655
24,63,0.06578803002629925
24,132,0.07982119064377718
24,169,0.08113341963399902
25,32,0.016009352370989733
25,78,0.03231043213988136
25,36,0.03937082170243809
